"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"investigator_index__inv_id"
"RES-000-22-4323"	"The Effects of the Financial Crisis on Older Adults in England"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-4323/read"	"2010"	"2012"	"In addition to having wide-ranging adverse effects the recent economic and financial crisis provides an unprecedented opportunity for research on broader questions relating to the ways in which people understand, and react to, such shocks. This study will address three questions: Which subgroups of the population aged 50 and over are likely to have been most affected, by how much? What have been the effects of the crisis on expectations and plans for later life? What effects have the adverse shocks to wealth had on mental health and wellbeing? To answer the first research question the wealth (and each of its components) of families in 2008-09 will be compared to that of the same families in 2006-07. This will allow the documentation of the groups of individuals who were relatively exposed to the crisis. Both the second and the third research question will require the estimation of the 'effects' of the crisis. This will be done both by examining how the outcomes of interest evolve as the crisis developed during 2008-09 and by comparing the outcomes of groups affected by the crisis with groups that are relatively unaffected by the crisis.   "	"81"	"Emmerson, Carl"	"-1"
"RES-143-25-0014"	"The Housewife in Early Modern Rural England: Gender, Markets and Consumption"	"http://researchcatalogue.esrc.ac.uk//grants/RES-143-25-0014/read"	"2003"	"2007"	"Women are often characterised in modern and past societies as the primary consumers: the individuals who are responsible for making consumption decisions and acquiring goods and services for the household. The women who fulfilled this role were typically married women or housewives. The term housewife was also used in early modern England (the period 1500-1800) to describe such women, although their work (housewifery) differed from that of modern housewives as a result of rural, agricultural nature of the economy. There has been no detailed study of the work of housewives in the period before 1800. Historians assume that housewives work differed because men also worked in and around the home and farm, but also assume the women were the primary consumers as they are in modern society: we cannot know whether these assumptions are correct unless we investigate the kind of work that went on within the household (including the work of acquiring goods and feeding household members), and who did that work. This is what this project proposes to do. Such a study will also have relevance to modern social science, by showing whether patterns of work and consumption observed in the 19th and 20th centuries were new, or whether they existed in the previous pre-industrial era under investigation here. The project will use a series of household account books kept by a Norfolk gentlewoman, Alice Le Strange, in a continuous series between 1610 and 1653. These books record on a week by week basis the food purchased or produced at home, and then consumed by the household, as well as all expenditure on household items, servant labour and building work, and household income from various sources. The detailed study of this household will be set in the context of wider social and economic changes, showing how household work, the division of labour between men and women, and consumption patterns changed over time. The 17th century was a period of rapid commercialisation within traditional structures: the range of goods available for purchase increased considerably, but most production was still carried out in the home and in rural households. This makes it a particularly interesting period to examine. Because the documents form a continuous series, it is also possible to see how patterns of consumption change over a period of just over 40 years in one household, according the age, wealth and number of people in the household. Other types of documents will be used to provide more details about servants and local farming families who were drawn into the Le Stranges household economy by providing labour or goods for purchase. This will allow contrasts to be drawn between the wealthy lifestyle of a gentry family and the much more modest prospects of ordinary people, demonstrating how consumption and work patterns varied with status and wealth as well as over time "	"81"	"Whittle, Jane"	"-1"
"RES-000-23-0114"	"Trust in Advisors: Origins, Effects, and Implications for Risk Communication"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-23-0114/read"	"2003"	"2006"	"It is now well recognised that trust in sources of advice is important for effective risk communication. To maintain some influence over peoples opinions and risk-taking behaviours, government departments, medical bodies and other agencies must endeavour to maintain the trust that people have in them. When trust is lost, so is influence. As an example of this, commentators have pointed to effects of poor advice during the bovine spongiform encephalopathy (mad cow) crisis. The government assured people that it was safe to eat beef but later this behaviour was later linked to a brain disease that is always fatal. This reduced trust in the government as a source of advice about risk for many people. As a result, there appears to be a reluctance to take government advice on other matters. For example, the number of measles cases has increased in many parts of the country: fewer people are having their children vaccinated against the disease because they do not believe the governments assurances that the MMR vaccine is safe. Recently, Onora ONeill, in her 2002 Reith lectures, has argued that we should be cautious about accepting peoples claims that they have lost trust in some agency as evidence that they have actually lost their trust in it. For example, she suggests that many people who say they no longer trust supermarket food still shop in supermarkets rather than elsewhere. For her, it is important to make a distinction between stated trust and actual trust. Our aim is to find out more about trust by answering a number of questions about it while keeping ONeills distincion in mind. What determines trust? How should it be measured? Does it have similar effects on peoples estimates about levels of risk and their risk-related behaviours? How valid is the view that it is easier to destroy than to create trust? Is trust in advisors modified in a rational way? If not, what determines how it is modified? Does trust (or lack of it) transfer across domains? Answers to these questions should be relevant to many of the concerns of those responsible for the development of effective risk communication strategies in government, business and non-profit-making organizations. This is a proposal for systematic studies to answer these questions. In simulated situations, people will be required to assess levels of risk associated with various hazards on the basis of information received from advisors. Advice will be attributed to different sources, such as government departments and consumer organizations. Its quality will be under our control. We shall be able to measure actual trust in an advisor (in terms of the degree to which peoples own risk judgments depend on the risk estimate provided by that advisor) and stated trust in that advisor (in terms of a trust rating). We shall be able to determine how these measures depend on quality of previous advice from that source and on other variables, such as the degree to which judges perceive their values to be similar to those of the advisor "	"81"	"Harvey, Nigel"	"-1"
"ES.J003220.1"	"Forecasting and Decision Making under Uncertainty"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J003220.1/read"	"2011"	"2012"	"Dr Yun Shin Lee’s research focuses on forecasting and decision making under uncertainty. Her first research focus is on examining the development of flexibility in infrastructure design to better manage unforeseeably changing circumstances. In her research paper, flexibility is illustrated as an important value driver for hospital infrastructures by way of case studies. She also lays out a stylised example of articulating the value of flexibility to make an economic case for a flexible infrastructure. Her second, more technical research stream studies an empirically-based framework for modelling the underlying uncertainty, which is robust against the assumptions about the data generating process. The framework is based on choosing a “black box” that generates point forecasts and applying this black box to subsamples of past data to collect the past forecast errors associated with the chosen box. The empirical forecast errors are then used to draw inferences about future uncertainty. In her research papers, she analyses this approach and illustrates its effectiveness in time-series forecasting as well as inventory management applications. Her current research project extends the problem of making efficient decisions in the face of uncertainty, in particular making inventory decisions under demand uncertainty, in a controlled behavioural laboratory environment. Forecasting critical fractiles of the lead time demand distribution is an important problem for operations managers making newsvendor-type inventory decisions. In this paper, we propose a semi-parametric approach to forecasting the critical fractile when demand is serially correlated. Starting from a user-defined but potentially misspecified forecasting model, we use historical demand data to generate empirical forecast errors of this model. These errors are then used to (1) parametrically correct for any bias in the point forecast conditional on the recent demand history and (2) non-parametrically estimate the critical fractile of the demand distribution without imposing distributional assumptions. I present conditions under which this semi-parametric approach provides a consistent estimate of the critical fractile and evaluate its finite sample properties using simulation and real data for retail inventory planning. We tested finite sample performance of the semiparametric approach using simulated data and empirical retail data. In general, the sample size of n>150 is recommended to achieve credible accuracy. Forecasting critical fractiles of the lead time demand (LTD) distribution is an important problem for operations managers making newsvendor-type inventory decisions. Demand autocorrelation is found to be present in numerous practical settings, such as consumer goods, fuel, food and machine tools and failure to model demand autocorrelation can have negative effect on the stockout rate experienced by a firm. I present a robust methodology that can forecast critical fractiles when demand is serially correlated. Other"	"81"	"Lee, Yun Shin"	"-1"
"RES-240-25-0009"	"Sustainable Cultivation of Productive Environments (SCoPE)"	"http://researchcatalogue.esrc.ac.uk//grants/RES-240-25-0009/read"	"2010"	"2012"	"Communication - necessary to define and pursue common visions and cultivate futures - is difficult, and often avoided or short-circuited.  We suggest that a Bayesian Belief Network (BBN) offers a real possibility for developing an intelligent framework for communicating and reflecting uncertainty and disputed knowledge about systematic relationships and potential outcomes, and about differences of judgement about underlying relationships and behaviours. We will test this proposition by constructing a stylised representation of an upland region (the Northumberland National Park) as a BBN. How complicated do we need to make the BBN representation to credibly capture the critical nodes and relationships as far as stakeholders are concerned? Is this credible simplification sufficiently manageable to be capable of systematic manipulation, communication and analysis?  We will then calibrate our system to represent a previously examined case study area. With this calibrated BBN of a known case, we should be able to replicate the major findings of this previous research, without substantial reference to additional input or interpretation from the specific expertise employed in the original project. If so, then this represents a substantial test of the methodological approach. "	"81"	"Harvey, David"	"-1"
"PTA-026-27-2062"	"Causal framing and decision making"	"http://researchcatalogue.esrc.ac.uk//grants/PTA-026-27-2062/read"	"2009"	"2010"	"Decision making under uncertainty is an important activity in different domains of life (eg, investment decisions, risk management, economic forecasting, assessing impacts of new policies, etc).   To act efficiently and effectively in the uncertain world, presenting the causal relations between factors in a decision problem (causal frame) may facilitate decision processes and enhance decision makers' accountability. The aim of this proposal is to explore the role of causal framing in decision making from the psychological perspective. Participants will be exposed to different decision scenarios in laboratory setting, thereby revealing the mental process of causal reasoning in decision making under uncertainty. The process may include three stages: constructing the causal frame of a decision problem; simplifying the constructed causal frame of the problem; probabilistic reasoning through the simplified causal frame. How people perform in these stages and what practical implications may be drawn will be the primary interests in this proposal. This research should be informative to three groups of beneficiaries: Decision researchers, Decision Support professionals and Designers of risk communications for the public and specialist groups (eg Government departments for Health, Food, and Transport)."	"81"	"Lan, Cherng-Horng"	"-1"
"RES-000-22-3324"	"DIY heart health: accounting for the 'use' of over-the-counter statins"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-3324/read"	"2009"	"2011"	"In the last decade, as the problem of cholesterol has risen up medical and policy agendas, statins, the main class of cholesterol-lowering medications, have become widely prescribed in the UK. Most recently one of these, low dose simvastatin, has become available over the counter (OTC), for people at 'moderate' risk of heart disease (10-15 per cent over 10 years). This product, marketed as Zocor Heart Pro, is unique among drugs licensed for sale without prescription in the UK in being intended for prevention rather than treatment, as was the first product of its kind in the world. Yet little is known about the characteristics of consumers, or would-be consumers, nor about what 'use' means in this context. This exploratory project aims to investigate these concerns through five key research questions: What factors shape the decision to purchase or try to purchase OTC statins? How do OTC statins fit in with other attempts to prevent heart troubles or preserve health? What does 'use' mean in this context? (how often, for how long?) How far do these accounts support 'self-care' and health consumer agendas? What are the implications for policy concerning the regulation of non-prescription drugs in the future? "	"81"	"Will, Catherine"	"-1"
"RES-496-25-4015"	"Interdependence"	"http://researchcatalogue.esrc.ac.uk//grants/RES-496-25-4015/read"	"2006"	"2008"	"Researchers have identified interdependencies within and between the social and natural worlds, especially in work on biodiversity and climate change research. The series of four seminars and two workshops created space to consider the extent to which ‘interdependence’ is or could be a powerful reference point in demanding both policy and public engagement in the issues. Participation included natural and social scientists, plus policy and communications professionals and artists. Yet they went further to explore the ethical implications of research as much as the work itself: What kinds of response/responsibilities are implied by new knowledge in these fields, not just for the policy community, but also for researchers? Environmental policy and political debates have drawn freely on a stock of environmentalist rhetoric regarding interconnections. The academic community, while more wary and often critical of this rhetoric, are nursing similar assumptions and commitments, albeit implicitly. The seminar series worked to reveal these and reflect upon their consequences. The series of seminars invited participants to work with both broad theoretical work and specific cases to probe the significance of notions of interdependence. The seminar series linked to, and fed, the communications and research project Interdependence Day. That project has resulted in a web and print 'ATLAS' publication, a popular multi author volume and two academic journal articles, as well as informing the design of ensuing projects including Creative Climate   and Mediating Change "	"81"	"Smith, Joe"	"-1"
"RES-224-25-0107"	"Soils - The Foundation of the Rural Economy?"	"http://researchcatalogue.esrc.ac.uk//grants/RES-224-25-0107/read"	"2004"	"2005"	"The soil beneath our feet is something most of us take for granted. However, it is a precious resource that governs agricultural sustainability and environmental quality both locally and globally. It is the foundation for all rural land use and, through the industries and businesses directly and indirectly dependent on it, affects the viability of the rural economy. This project aims to broaden awareness of the importance of land management, and its economic consequences, amongst rural and urban communities. Furthermore, it seeks to identify practical ways of immediately improving the sustainable management of soils in the UK. This will inform the development of regional and national soil protection policies, taking account of the variation in both soils and land use priorities across the UK. "	"81"	"Watson, Christine"	"-1"
"RES-000-22-2840"	"Money burning, envy and development: An experimental case study in Ethiopia"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-2840/read"	"2008"	"2010"	"Research in social sciences has increasingly highlighted the importance of envy and related social preferences (such as fairness, reciprocity and inequality aversion) in economic activities.  Satisfaction from a certain level of income will be lowered if individuals are strongly envious of richer people. Negative social preferences can also arrest innovation. While anthropologists/sociologists have done significant research, economic research on envy and development is almost non-existent. This proposed research attempts to contribute towards filling this gap by using experimental games, sociological surveys, focus group discussions and already collected household survey data.  Newly collected data will be combined with existing panel household survey data covering the period 1994-2004.  In addition to examining the degree of envy among different ethnic groups, the study will also analyse whether it has significantly affected technological innovations in rural Ethiopia.  The fieldwork will be conducted in four rural villages of Ethiopia.  Using experimental data and real world decisions in relation to the same subjects, the project will examine the extent of envy in each sampled community and the corresponding differences amongst them.  The effect of envy on the degree and rate of technological adoption will also be analysed. "	"81"	"Zizzo, Daniel John"	"-1"
"ES.J009369.2"	"Inclusive Growth: Improving Microfinance Regulation to Support Growth and Innovation in Micro-enterprise"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J009369.2/read"	"2013"	"2015"	"From its origins in grassroots movements providing credit to the neediest, microfinance (MF) has become a key development policy tool and major source of financial services to millions in the emerging world. Yet major concerns remain about access, reach, and regulation of microfinance institutions (MFIs), and their poverty reduction impacts. This research focuses on strengthening consumer protection in MF to support growth and innovation in key urban sectors - street vending, artisanal mining, tourism services, construction, and food processing - through comparative studies in Rwanda, Tanzania, Kenya, Ethiopia and India. The hypothesis is that poor regulation of MFIs and lack of safety nets limit accessibility and take-up of MF services, creating excessive debt for poor borrowers, which inhibits micro-enterprise innovation and growth. The objectives are to analyse comparatively: ·          national and local policies on MF consumer protection ·          barriers, benefits and risks to micro-enterprises of accessing MF ·          consumer protection in different MF packages, eg collateral requirements, interest rates, customer support ·          the impact of micro-finance on urban economic growth.    Methods include desk studies and key informant interview with government, advisory and regulatory agencies, formal, semi-formal and informal MFIs, and semi-structured interviews with micro-enterprises in the identified economic growth sectors. "	"81"	"Brown, Alison"	"-1"
"RES-000-22-4021"	"Ethical aspects of the impact of eating disorders on female elite gymnasts"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-4021/read"	"2010"	"2012"	"When London hosts the Olympics in 2012, there will be intense public interest in British athletes taking part, and equally intense pressure on them and their support team to win medals. Among the risks that elite sports participation brings is a susceptibility to eating disorders, which arise more frequently in elite athletes than the general population. In activities like gymnastics, with its emphasis on slimness and low bodyweight, vulnerability to these conditions is amplified.   All eating disorders can have serious physical and psychological consequences. The implications of having an eating disorder for elite gymnasts relate to the freedom to choose lifestyles and the development of their identity, values and relationships. It is not known how much of a problem eating disorders are amongst elite gymnasts in the UK. Professor Michael McNamee and Dr Jacinta Tan will lead researchers from Swansea University in partnership with British Gymnastics, to continue to promote welfare of elite gymnasts by exploring these issues. They will combine social science methods with theory from the fields of psychiatry and philosophy to study eating disorders in elite gymnastics and make recommendations regarding policies to improve the welfare of elite gymnasts while trying to achieve their athletic potential. "	"81"	"Mcnamee, Mike"	"-1"
"RES-155-25-0038"	"NGOs, Intellectual Property Rights and Multilateral Institutions"	"http://researchcatalogue.esrc.ac.uk//grants/RES-155-25-0038/read"	"2005"	"2007"	"The extent and influence of recent Non-Governmental Organisation (NGO) activity in relation to intellectual property rights has important implications for development policy. NGOs have made, and can continue to make, a positive contribution to the promotion of the concerns of developing countries. A key factor in NGO activity has been their engagement with multilateral institutions, including: the World Trade Organisation (WTO); the World Intellectual Property Organisation (WIPO); the World Health Organisation (WHO); the Convention on Biological Diversity Conference of the Parties; and the Food and Agriculture Organisation (FAO) of the United Nations. How might this positive contribution be maintained and the engagement with multilateral institutions enhanced? To answer this question, the project will generate empirical evidence about non-governmental public action, processes, institutions, organisations and networks by undertaking case studies examining NGO activities in relation to the following two sets of intellectual property issues: (i) public health and access to essential medicines; and (ii) agriculture, genetic resources and traditional knowledge. The research will involve 50 face-to-face interviews with representatives of: NGOs; industry; developing country governments; and multilateral institutions. The research will assess current multilateral institutional arrangements for engagement with NGOs and recommend how these might be enhanced in the future. "	"81"	"Matthews, Duncan"	"-1"
"RES-192-22-0077"	"Partnership working in support of marine spatial planning for the Irish Sea."	"http://researchcatalogue.esrc.ac.uk//grants/RES-192-22-0077/read"	"2010"	"2011"	"In November 2009 the new Marine and Coastal Access Act received royal assent introducing a new era of planning for UK coastal waters. Many other countries world-wide are also in the process of developing comprehensive marine spatial planning regimes for the first time. As this new area of planning responsibility develops it is evident that new and enhanced forms of international partnership working will be needed to underpin effective planning of the sea. The Irish Sea is one area where there is already widespread recognition of the potential value of enhanced transnational collaboration between the 6 national jurisdictions (England, Wales, Scotland, Northern Ireland, Ireland and the Isle of Man). This ESRC supported project is a joint initiative by the University of Liverpool, the National Oceonography Centre, Natural England, the North West Coastal Forum, the Marine Management Organisation and others. It involves hosting two events that will bring stakeholders from across the Irish Sea region together to learn from other regional sea areas such as the Baltic and discuss how existing transnational partnership working arrangements can be built upon to support the new national level marine planning regimes that are now being put in place. "	"81"	"Kidd, Sue"	"-1"
"RES-062-23-2086"	"Robotic and information technologies in livestock agriculture: new relationships between humans, cows and machines"	"http://researchcatalogue.esrc.ac.uk//grants/RES-062-23-2086/read"	"2010"	"2012"	"Robotic milking technologies are becoming increasingly important in UK dairy farming. These machines milk cows automatically at any time, without the need for a human worker to be present. It is claimed that the system can raise milk yields, and improve animal welfare and farmer working conditions. This development raises questions of interest to social scientists: How are robotic milking technologies developed? How does their development take account of and change, cows and humans who use them on specific farms? What behaviours are expected from cows and humans who use them, and how are farming activities changed? How are farmer-cow relationships affected? How do farmers learn about robotic milking? How are decisions made about adopting the technology?  How do they learn to understand and make use of the information generated by the system? What ethical questions are raised in using robotic milking technologies? How does robotic milking change the ways in which cows are understood and valued? The research will involve interviews with farmers and farm workers, with agricultural scientists and researchers involved in developing robotic milking technologies, with robotic milking manufacturers and with representatives of animal welfare organisations. It will also involve periods of observational research on farms. "	"81"	"Holloway, Lewis"	"-1"
"RES-229-27-0007-A"	"The Badger-TB Controversy: Expertise and Experience in Animal Disease Research"	"http://researchcatalogue.esrc.ac.uk//grants/RES-229-27-0007-A/read"	"2010"	"2011"	"This project will address ongoing controversy over the transmission risks of bovine tuberculosis (bTB) between UK wild badger populations and domestic cattle as a case study of public scientific controversy, and of scientific communication between multiple experts, stakeholders and publics.   At present, most actors in the debate agree that badgers and cattle carry and infect one another with bTB, but the degree to which this transmission is important for the epidemiology of bTB is still highly uncertain, as is the related question of how to bring down the (rapidly rising) infection rate in domestic cattle herds. This has involved a wide range of scientists from many disciplines, including epidemiologists, population biologists, ecologists, economists and veterinary scientists. A range of non-academic stakeholders have also participated in this very public scientific debate - including: Farmers Veterinarians NGO campaigners and industry representatives Policymakers Urban and rural members of the public Using a range of methodologies, including examination of popular culture; quantitative and qualitative analysis of UK national press coverage; and qualitative interviewing with participants in the controversy, this research will provide a case study of a chronic, ongoing, and divisive public scientific controversy.  It aims to: understand the underlying roots of the conflict investigate the interactions between cultural knowledge, social attitudes and the ecology/epidemiology of the badger/bTB problem in the UK "	"81"	"Cassidy, Angela"	"-1"
"RES-061-25-0389"	"At Home in the Institution? Asylum, School and Lodging House Interiors in London and South-East England, 1845-1914."	"http://researchcatalogue.esrc.ac.uk//grants/RES-061-25-0389/read"	"2010"	"2012"	"The experience of institutional living and concerns over the plan, design and decoration of residential institutions are not new. Victorian England saw a dramatic growth in institutional spaces in which large numbers of inmates could permanently reside. From the 1830s the relief of the poor, the punishment of criminals, the treatment of the mentally and physically ill, and the education of children were all subject to increasing charitable activity and government intervention. This project will examine the impact of the design, decoration and furnishing of residential institutional spaces on the experiences of their inmates. The project will focus on three case studies: lunatic asylums (as they were known to contemporaries), schools for middle-class children, and common and charitable lodging houses. Firstly, the project will explore the role of government legislation and recommendations in fashioning institutional life, but equally important is the investigation of the limitation of this power. Secondly, the project will assess the relationship between institutional spaces and contemporary domesticity, that is, the ideals and practices of the family home. To what extent were inmates able to achieve privacy and could the inhabitants of a nineteenth-century institution ever hope to feel ""at home""? "	"81"	"Hamlett, Jane"	"-1"
"RES-071-27-0039"	"Living with Uncertainty: Metaphor and the Dynamics of Empathy in Discourse"	"http://researchcatalogue.esrc.ac.uk//grants/RES-071-27-0039/read"	"2009"	"2012"	"The programme of research into the dynamics of empathy will investigate the role of language, and in particular metaphor, in the construction and shifting of people's attitudes to others in times of uncertainty. Project outcomes will include a new model of empathy and methodology for metaphor analysis usable by social science researchers. The research has implications for how official communication, media discourse and fiction contribute to fostering empathy and building positive relations between social groups in times of uncertainty.  Activity during the three-year Fellowship includes a book on Metaphor and Reconciliation (in post-conflict Ireland) and analysis of the expression of empathy in focus groups talking about social issues in the context of terrorism, from UK, US and Brazil. Data on how people respond to information about human rights abuse will be re-analysed through metaphor for the expression of and resistance to empathy. Discussions with leading UK sociologists will reflect on how metaphor impacts on doing and using research. A PhD studentship will investigate how contemporary fiction influences readers’ empathy towards marginalised social groups.  The Open University will host the Empathy Network which will bring together researchers, postgraduate students and research users connected with the project.     "	"81"	"Cameron, Lynne"	"-1"
"RES-229-25-0007"	"Assessing the potential risk of, and possible responses to, zoonotic diseases on the development of recreational use of"	"http://researchcatalogue.esrc.ac.uk//grants/RES-229-25-0007/read"	"2007"	"2010"	"Many people take pleasure from activities in forests and wild lands in the United Kingdom and others are being encouraged to participate. Unfortunately, there are risks and one of the most insidious is the possibility (albeit tiny) of acquiring a disease from wild animals. For example, ticks can be vectors of the bacterial infection leading to Lyme Disease. Both diagnosis and treatment can be problematic so prevention of acquiring such disease is highly desirable. Surprisingly little is known about how best to warn countryside users about the potential for disease without scaring them away or spoiling their enjoyment. Answering such questions is the goal of this project, and requires the integration of diverse scientific skills, and an understanding of the views of those who manage countryside, those who have contracted zoonotic diseases and those who access the land. This project will help those involved in the countryside to better understand how to deal with diseases such as Lyme Disease, how to effectively communicate the degree of risk, and how to encourage preventative action such that the countryside continues to be a source of pleasure and well-being for its users. "	"81"	"Quine, Chris"	"-1"
"RES-496-26-0038"	"Fire Interdisciplinary Research on Ecosystem Services; fire and climate change in UK moorlands and heaths (FiRES)"	"http://researchcatalogue.esrc.ac.uk//grants/RES-496-26-0038/read"	"2007"	"2009"	"Aims: To build capacity for inter-disciplinary research on fire and its impacts on ecosystem services of UK heaths and moorlands;  To establish a cross-cutting interdisciplinary research agenda on the relationships between ecosystem services, managed fire and wildfire in UK heaths and moorlands, especially implications of increased wildfire risk under projected climate change; To incorporate the needs of policy makers, moorland managers and other stakeholders, facilitate knowledge transfer to policy makers and contribute to adaptive management. Methods: Four two-day workshops were held in Edinburgh, Manchester and the Peak District. The series was managed by a cross-disciplinary, cross-sector steering group. International and nationally-recognised academics and practitioners with expertise in key areas were invited. A website was set up ( www.fires-seminars.org.uk ), hosting the presentations and records of discussions.  Outcomes: 50 of the 71 institutions attending were practitioner-based, including firefighters, academics, land owners, gamekeepers and conservation groups. The series was the first to engage UK Fire Services in sustained academic debate on wildfire. It attracted international participation from Europe and the USA, created a lively discussion forum, developed a UK-wide community of practice on wildfire and produced a widely-cited policy brief "	"81"	"Mcmorrow, Julia"	"-1"
"RES-173-27-0049"	"Integrating Social Science in Flood and Coastal Erosion Risk Management Policymaking"	"http://researchcatalogue.esrc.ac.uk//grants/RES-173-27-0049/read"	"2007"	"2008"	"This award covered the costs of a nine month full-time placement fellowship at the Flood Management service within the Department for Environment Food and Rural Affairs (Defra). Defra were hosts and co-funders of the fellowship. The aims of the fellowship were two-fold: to help Defra acquire a more thorough appreciation of how social science can contribute to the design of good policy on flood risk management to help the fellow - and his academic host institution - to better understand how research is used in government and how the impact of social science can be maximised. To this end, the fellow worked alongside Defra staff as they developed and evaluated new policy initiatives - highlighting the human aspects of flood risk mitigation and advising on research and consultation methodologies. Specifically, policy aiming at encouraging people to protect their own homes and businesses against flooding, will be looked into. "	"81"	"Harries, Tim"	"-1"
"RES-000-22-1732-A"	"Hidden Young Carers: The experiences, needs and resilience of children caring for parents or relatives with HIV/ AIDS in"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-1732-A/read"	"2006"	"2007"	"This qualitative, comparative study investigated the experiences, needs and resilience of children caring for parents/relatives with HIV/AIDS in Tanzania and the UK. It aimed to provide an understanding of children's everyday experiences of unpaid care work in households affected by HIV/AIDS in Tanzania and the UK, and to explore:  the factors influencing whether they take on care-giving tasks  the outcomes for children and families  the protective factors that can reduce children's vulnerability to negative outcomes ('resilience')  the implications for policy and practice. Interviews were conducted with a total of 93 participants in rural and urban locations in four regions of Tanzania and in five cities/towns in England. This comprised: 33 children (aged under 18) and young adults (aged 18-24) with caring responsibilities 33 parents/relatives with HIV and guardians 27 service providers. Alongside in-depth interviews, participatory methods such as photography and life story books, with sentence completion exercises, diary of a typical day and spaces for drawing, were used with children to gain insight into their caring experiences. A book, published by The Policy Press, provides full details of the study. "	"81"	"Becker, Saul"	"-1"
"RES-000-22-1732"	"Hidden Young Carers: The experiences, needs and resilience of children caring for parents or relatives with HIV/ AIDS in"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-1732/read"	"2006"	"2006"	"This thirteen-month study, commencing in April 2006, is the first cross-national research enquiry to investigate the experiences, needs and resilience of children and young people caring for parents or relatives with HIV/AIDS (‘young carers’) in Tanzania and the UK. The research will explore the similarities and differences in the experiences of this hidden group of young carers. It aims to develop an understanding of children’s everyday experiences of unpaid care work in families affected by HIV/AIDS: the push and pull factors influencing whether and why they take on care-giving tasks; the outcomes for children and families the factors that can reduce children’s vulnerability to negative outcomes and promote their ‘resilience’ caring relationships within families how young carers can best be supported in terms of policy and social welfare practice. The child-focused methodology acknowledges children’s active roles in constructing their caring roles and the social determinants which influence these. The experiences of young carers, parents/relatives and key professionals will be explored using in-depth interviews and participatory methods with children. The study builds on Prof Becker’s pioneering and long-standing research on young carers in the UK and Dr Evans’ research on children and families’ resilience in relation to HIV/AIDS in Tanzania. Summary of project findings Despite very different socio-economic, cultural and policy contexts, children caring for parents with HIV in Tanzania and the UK share many similarities in terms of their everyday caring responsibilities, needs and aspirations. Children performed a range of caring tasks in the UK and Tanzania:  • Household chores - cooking; cleaning; washing dishes; laundry; shopping; (in Tanzania only) fetching water; tending livestock; cultivating crops and vegetables. • Health care - reminding parent/relative to take their medication; caring for parent/relative in hospital; assisting with mobility; preparing special nutritional food. • Personal care - washing/ bathing parent/relative; assisting to eat, dress and use the toilet. • Child care - bathing siblings; supervising and accompanying them to/from school. • Income generation activities (in Tanzania only) – begging; casual farm work; selling produce; domestic work; working in a shop. • Emotional and practical support - talking and comforting parent/relative; helping to remember appointments and bills. Children and parents reported negative effects of their caregiving on children’s emotional wellbeing, health, school attendance and academic performance, engagement in leisure and social activities with their peers, relationships with family members and others in the wider community. However, many children also felt they had gained from their caring responsibilities in terms of closer relationships with their parent/relative with HIV, siblings and other family members and felt that they had become more independent, mature and had developed greater emotional resilience and knowledge and understanding about HIV/AIDS. The study identifies the risk and protective factors that influence whether children take on caring roles and the level of their involvement in care work in families affected by HIV/AIDS. A complex range of factors at the different levels of the individual child, household, community, socio-cultural and national policy context and the global policy environment structure the context in which young caregiving takes place. Support networks within the family, school and wider community play a significant role in building children and families’ resilience and mitigating the negative impacts of young caregiving and HIV/AIDS on households. However, in severely affected communities in Tanzania, as in many other African countries, these support networks are overstretched and the capacity of families and communities to support households affected by HIV/AIDS has been seriously diminished. In the UK and other high income countries, families affected by HIV may not have access to extended family networks or social networks in their community due to geographical distance, migration and stigma. NGOs and formal safety nets, however, provide much needed material and emotional resources for children and families affected by HIV/AIDS, although their capacity to meet the specific needs of young carers and parents with HIV is currently very limited. Potential Use in Non-Academic Contexts Messages for policy and practice • There is a need for greater recognition of children’s caring responsibilities in families affected by HIV from the local to the global level, and the development of policies, services and support to meet the specific needs of this group of young carers, within the broader category of children affected by HIV/AIDS/ orphans and vulnerable children. • Key approaches that promote resilience include practical and emotional support for parents with HIV, holistic family approaches, opportunities for short breaks, social activities with other young people in similar situations and the development of life skills. Confidentiality, cultural appropriateness and sensitivity to stigma and diverse, complex needs are paramount to the development of services for children and parents with HIV. • Linked to this is a need for greater awareness and knowledge of HIV/AIDS within families, communities, schools, governmental and civil society organisations and welfare institutions. This would reduce stigma and discrimination, enable children and parents to seek support and help to prevent and alleviate children’s unpaid care work in families affected by HIV/AIDS. Education, Social Services, Other"	"81"	"Becker, Saul"	"-1"
